naId,title
57226461,1940 Census - Arkansas - Desha County
57226462,1940 Census - Arkansas - Drew County
57226463,1940 Census - Arkansas - Faulkner County
57226464,1940 Census - Arkansas - Franklin County
57226465,1940 Census - Arkansas - Fulton County
57226466,1940 Census - Arkansas - Garland County
57226467,1940 Census - Arkansas - Grant County
57226468,1940 Census - Arkansas - Greene County
57226469,1940 Census - Arkansas - Hempstead County
57226470,1940 Census - Arkansas - Hot Spring County
57226471,1940 Census - Arkansas - Howard County
57226472,1940 Census - Arkansas - Independence County
57226473,1940 Census - Arkansas - Izard County
57226474,1940 Census - Arkansas - Jackson County
57226475,1940 Census - Arkansas - Jefferson County
57226476,1940 Census - Arkansas - Johnson County
57226477,1940 Census - Arkansas - Lafayette County
57226478,1940 Census - Arkansas - Lawrence County
57226479,1940 Census - Arkansas - Lee County
57226480,1940 Census - Arkansas - Lincoln County
57226481,1940 Census - Arkansas - Little River County
57226482,1940 Census - Arkansas - Logan County
57226483,1940 Census - Arkansas - Lonoke County
57226484,1940 Census - Arkansas - Madison County
57226485,1940 Census - Arkansas - Marion County
57226486,1940 Census - Arkansas - Miller County
57226487,1940 Census - Arkansas - Mississippi County
57226488,1940 Census - Arkansas - Monroe County
57226489,1940 Census - Arkansas - Montgomery County
57226490,1940 Census - Arkansas - Nevada County
57226491,1940 Census - Arkansas - Newton County
57226492,1940 Census - Arkansas - Ouachita County
57226493,1940 Census - Arkansas - Perry County
57226494,1940 Census - Arkansas - Phillips County
57226495,1940 Census - Arkansas - Pike County
57226496,1940 Census - Arkansas - Poinsett County
57226497,1940 Census - Arkansas - Polk County
57226498,1940 Census - Arkansas - Pope County
57226499,1940 Census - Arkansas - Prairie County
57226500,1940 Census - Arkansas - Pulaski County
57226501,1940 Census - Arkansas - Randolph County
57226502,1940 Census - Arkansas - Saline County
57226503,1940 Census - Arkansas - Scott County
57226504,1940 Census - Arkansas - Searcy County
57226505,1940 Census - Arkansas - Sebastian County
57226506,1940 Census - Arkansas - Sevier County
57226507,1940 Census - Arkansas - Sharp County
57226508,1940 Census - Arkansas - St. Francis County
57226509,1940 Census - Arkansas - Stone County
57226510,1940 Census - Arkansas - Union County
57226511,1940 Census - Arkansas - Van Buren County
57226512,1940 Census - Arkansas - Washington County
57226513,1940 Census - Arkansas - White County
57226514,1940 Census - Arkansas - Woodruff County
57226515,1940 Census - Arkansas - Yell County
57226516,1940 Census - American Samoa - Eastern District of Tutuila County
57226517,1940 Census - American Samoa - Manua County
57226518,1940 Census - American Samoa - Rose Island County
57226519,1940 Census - American Samoa - Swains Island County
57226520,1940 Census - American Samoa - Western District of Tutuila County
57226521,1940 Census - Arizona - Apache County
57226522,1940 Census - Arizona - Cochise County
57226523,1940 Census - Arizona - Coconino County
57226524,1940 Census - Arizona - Gila County
57226525,1940 Census - Arizona - Graham County
57226526,1940 Census - Arizona - Greenlee County
57226527,1940 Census - Arizona - Maricopa County
57226528,1940 Census - Arizona - Mohave County
57226529,1940 Census - Arizona - Navajo County
57226530,1940 Census - Arizona - Pima County
57226531,1940 Census - Arizona - Pinal County
57226532,1940 Census - Arizona - Santa Cruz County
57226533,1940 Census - Arizona - Yavapai County
57226534,1940 Census - Arizona - Yuma County
57226535,1940 Census - California - Alameda County
57226536,1940 Census - California - Alpine County
57226537,1940 Census - California - Amador County
57226538,1940 Census - California - Butte County
57226539,1940 Census - California - Calaveras County
57226540,1940 Census - California - Colusa County
57226541,1940 Census - California - Contra Costa County
57226542,1940 Census - California - Del Norte County
57226543,1940 Census - California - El Dorado County
57226544,1940 Census - California - Fresno County
57226545,1940 Census - California - Glenn County
57226546,1940 Census - California - Humboldt County
57226547,1940 Census - California - Imperial County
57226548,1940 Census - California - Inyo County
57226549,1940 Census - California - Kern County
57226550,1940 Census - California - Kings County
57226551,1940 Census - California - Lake County
57226552,1940 Census - California - Lassen County
57226553,1940 Census - California - Los Angeles County
57226554,1940 Census - California - Madera County
57226555,1940 Census - California - Marin County
57226556,1940 Census - California - Mariposa County
57226557,1940 Census - California - Mendocino County
57226558,1940 Census - California - Merced County
57226559,1940 Census - California - Modoc County
57226560,1940 Census - California - Mono County
57226561,1940 Census - California - Monterey County
57226562,1940 Census - California - Napa County
57226563,1940 Census - California - Nevada County
57226564,1940 Census - California - Orange County
57226565,1940 Census - California - Placer County
57226566,1940 Census - California - Plumas County
57226567,1940 Census - California - Riverside County
57226568,1940 Census - California - Sacramento County
57226569,1940 Census - California - San Benito County
57226570,1940 Census - California - San Bernardino County
57226571,1940 Census - California - San Diego County
57226572,1940 Census - California - San Francisco County
57226573,1940 Census - California - San Joaquin County
57226574,1940 Census - California - San Luis Obispo County
57226575,1940 Census - California - San Mateo County
57226576,1940 Census - California - Santa Barbara County
57226577,1940 Census - California - Santa Clara County
57226578,1940 Census - California - Santa Cruz County
57226579,1940 Census - California - Shasta County
57226580,1940 Census - California - Sierra County
57226581,1940 Census - California - Siskiyou County
57226582,1940 Census - California - Solano County
57226583,1940 Census - California - Sonoma County
57226584,1940 Census - California - Stanislaus County
57226585,1940 Census - California - Sutter County
57226586,1940 Census - California - Tehama County
57226587,1940 Census - California - Trinity County
57226588,1940 Census - California - Tulare County
57226589,1940 Census - California - Tuolumne County
57226590,1940 Census - California - Ventura County
57226591,1940 Census - California - Yolo County
57226592,1940 Census - California - Yuba County
57226593,1940 Census - Colorado - Adams County
57226594,1940 Census - Colorado - Alamosa County
57226595,1940 Census - Colorado - Arapahoe County
57226596,1940 Census - Colorado - Archuleta County
57226597,1940 Census - Colorado - Baca County
57226598,1940 Census - Colorado - Bent County
57226599,1940 Census - Colorado - Boulder County
57226600,1940 Census - Colorado - Chaffee County
57226601,1940 Census - Colorado - Cheyenne County
57226602,1940 Census - Colorado - Clear Creek County
57226603,1940 Census - Colorado - Conejos County
57226604,1940 Census - Colorado - Costilla County
57226605,1940 Census - Colorado - Crowley County
57226606,1940 Census - Colorado - Custer County
57226607,1940 Census - Colorado - Delta County
57226608,1940 Census - Colorado - Denver County
57226609,1940 Census - Colorado - Dolores County
57226610,1940 Census - Colorado - Douglas County
57226611,1940 Census - Colorado - Eagle County
57226612,1940 Census - Colorado - El Paso County
57226613,1940 Census - Colorado - Elbert County
57226614,1940 Census - Colorado - Fremont County
57226615,1940 Census - Colorado - Garfield County
57226616,1940 Census - Colorado - Gilpin County
57226617,1940 Census - Colorado - Grand County
57226618,1940 Census - Colorado - Gunnison County
57226619,1940 Census - Colorado - Hinsdale County
57226620,1940 Census - Colorado - Huerfano County
57226621,1940 Census - Colorado - Jackson County
57226622,1940 Census - Colorado - Jefferson County
57226623,1940 Census - Colorado - Kiowa County
57226624,1940 Census - Colorado - Kit Carson County
57226625,1940 Census - Colorado - La Plata County
57226626,1940 Census - Colorado - Lake County
57226627,1940 Census - Colorado - Larimer County
57226628,1940 Census - Colorado - Las Animas County
57226629,1940 Census - Colorado - Lincoln County
57226630,1940 Census - Colorado - Logan County
57226631,1940 Census - Colorado - Mesa County
57226632,1940 Census - Colorado - Mineral County
57226633,1940 Census - Colorado - Moffat County
57226634,1940 Census - Colorado - Montezuma County
57226635,1940 Census - Colorado - Montrose County
57226636,1940 Census - Colorado - Morgan County
57226637,1940 Census - Colorado - Otero County
57226638,1940 Census - Colorado - Ouray County
57226639,1940 Census - Colorado - Park County
57226640,1940 Census - Colorado - Phillips County
57226641,1940 Census - Colorado - Pitkin County
57226642,1940 Census - Colorado - Prowers County
57226643,1940 Census - Colorado - Pueblo County
57226644,1940 Census - Colorado - Rio Blanco County
57226645,1940 Census - Colorado - Rio Grande County
57226646,1940 Census - Colorado - Routt County
57226647,1940 Census - Colorado - Saguache County
57226648,1940 Census - Colorado - San Juan County
57226649,1940 Census - Colorado - San Miguel County
57226650,1940 Census - Colorado - Sedgwick County
57226651,1940 Census - Colorado - Summit County
57226652,1940 Census - Colorado - Teller County
57226653,1940 Census - Colorado - Washington County
57226654,1940 Census - Colorado - Weld County
57226655,1940 Census - Colorado - Yuma County
57226656,1940 Census - Connecticut - Fairfield County
57226657,1940 Census - Connecticut - Hartford County
57226658,1940 Census - Connecticut - Litchfield County
57226659,1940 Census - Connecticut - Middlesex County
57226660,1940 Census - Connecticut - New Haven County
57226661,1940 Census - Connecticut - New London County
57226662,1940 Census - Connecticut - Tolland County
57226663,1940 Census - Connecticut - Windham County
57226664,1940 Census - District of Columbia - District of Columbia County
57226665,1940 Census - Delaware - Kent County
57226666,1940 Census - Delaware - New Castle County
57226667,1940 Census - Delaware - Sussex County
57226668,1940 Census - Florida - Alachua County
57226669,1940 Census - Florida - Baker County
57226670,1940 Census - Florida - Bay County
57226671,1940 Census - Florida - Bradford County
57226672,1940 Census - Florida - Brevard County
57226673,1940 Census - Florida - Broward County
57226674,1940 Census - Florida - Calhoun County
57226675,1940 Census - Florida - Charlotte County
57226676,1940 Census - Florida - Citrus County
57226677,1940 Census - Florida - Clay County
57226678,1940 Census - Florida - Collier County
57226679,1940 Census - Florida - Columbia County
57226680,1940 Census - Florida - Dade County
57226681,1940 Census - Florida - DeSoto County
57226682,1940 Census - Florida - Dixie County
57226683,1940 Census - Florida - Duval County
57226684,1940 Census - Florida - Escambia County
57226685,1940 Census - Florida - Flagler County
57226686,1940 Census - Florida - Franklin County
57226687,1940 Census - Florida - Gadsden County
57226688,1940 Census - Florida - Gilchrist County
57226689,1940 Census - Florida - Glades County
57226690,1940 Census - Florida - Gulf County
57226691,1940 Census - Florida - Hamilton County
57226692,1940 Census - Florida - Hardee County
57226693,1940 Census - Florida - Hendry County
57226694,1940 Census - Florida - Hernando County
57226695,1940 Census - Florida - Highlands County
57226696,1940 Census - Florida - Hillsborough County
57226697,1940 Census - Florida - Holmes County
57226698,1940 Census - Florida - Indian River County
57226699,1940 Census - Florida - Jackson County
57226700,1940 Census - Florida - Jefferson County
57226701,1940 Census - Florida - Lafayette County
57226702,1940 Census - Florida - Lake County
57226703,1940 Census - Florida - Lee County
57226704,1940 Census - Florida - Leon County
57226705,1940 Census - Florida - Levy County
57226706,1940 Census - Florida - Liberty County
57226707,1940 Census - Florida - Madison County
57226708,1940 Census - Florida - Manatee County
57226709,1940 Census - Florida - Marion County
57226710,1940 Census - Florida - Martin County
57226711,1940 Census - Florida - Monroe County
57226712,1940 Census - Florida - Nassau County
57226713,1940 Census - Florida - Okaloosa County
57226714,1940 Census - Florida - Okeechobee County
57226715,1940 Census - Florida - Orange County
57226716,1940 Census - Florida - Osceola County
57226717,1940 Census - Florida - Palm Beach County
57226718,1940 Census - Florida - Pasco County
57226719,1940 Census - Florida - Pinellas County
57226720,1940 Census - Florida - Polk County
57226721,1940 Census - Florida - Putnam County
57226722,1940 Census - Florida - Santa Rosa County
57226723,1940 Census - Florida - Sarasota County
57226724,1940 Census - Florida - Seminole County
57226725,1940 Census - Florida - St. Johns County
57226726,1940 Census - Florida - St. Lucie County
57226727,1940 Census - Florida - Sumter County
57226728,1940 Census - Florida - Suwannee County
57226729,1940 Census - Florida - Taylor County
57226730,1940 Census - Florida - Union County
57226731,1940 Census - Florida - Volusia County
57226732,1940 Census - Florida - Wakulla County
57226733,1940 Census - Florida - Walton County
57226734,1940 Census - Florida - Washington County
57226735,1940 Census - Georgia - Appling County
57226736,1940 Census - Georgia - Atkinson County
57226737,1940 Census - Georgia - Bacon County
57226738,1940 Census - Georgia - Baker County
57226739,1940 Census - Georgia - Baldwin County
57226740,1940 Census - Georgia - Banks County
57226741,1940 Census - Georgia - Barrow County
57226742,1940 Census - Georgia - Bartow County
57226743,1940 Census - Georgia - Ben Hill County
57226744,1940 Census - Georgia - Berrien County
57226745,1940 Census - Georgia - Bibb County
57226746,1940 Census - Georgia - Bleckley County
57226747,1940 Census - Georgia - Brantley County
57226748,1940 Census - Georgia - Brooks County
57226749,1940 Census - Georgia - Bryan County
57226750,1940 Census - Georgia - Bulloch County
57226751,1940 Census - Georgia - Burke County
57226752,1940 Census - Georgia - Butts County
57226753,1940 Census - Georgia - Calhoun County
57226754,1940 Census - Georgia - Camden County
57226755,1940 Census - Georgia - Candler County
57226756,1940 Census - Georgia - Carroll County
57226757,1940 Census - Georgia - Catoosa County
57226758,1940 Census - Georgia - Charlton County
57226759,1940 Census - Georgia - Chatham County
57226760,1940 Census - Georgia - Chattahoochee County
57226761,1940 Census - Georgia - Chattooga County
57226762,1940 Census - Georgia - Cherokee County
57226763,1940 Census - Georgia - Clarke County
57226764,1940 Census - Georgia - Clay County
57226765,1940 Census - Georgia - Clayton County
57226766,1940 Census - Georgia - Clinch County
57226767,1940 Census - Georgia - Cobb County
57226768,1940 Census - Georgia - Coffee County
57226769,1940 Census - Georgia - Colquitt County
57226770,1940 Census - Georgia - Columbia County
57226771,1940 Census - Georgia - Cook County
57226772,1940 Census - Georgia - Coweta County
57226773,1940 Census - Georgia - Crawford County
57226774,1940 Census - Georgia - Crisp County
57226775,1940 Census - Georgia - Dade County
57226776,1940 Census - Georgia - Dawson County
57226777,1940 Census - Georgia - Decatur County
57226778,1940 Census - Georgia - DeKalb County
57226779,1940 Census - Georgia - Dodge County
57226780,1940 Census - Georgia - Dooly County
57226781,1940 Census - Georgia - Dougherty County
57226782,1940 Census - Georgia - Douglas County
57226783,1940 Census - Georgia - Early County
57226784,1940 Census - Georgia - Echols County
57226785,1940 Census - Georgia - Effingham County
57226786,1940 Census - Georgia - Elbert County
57226787,1940 Census - Georgia - Emanuel County
57226788,1940 Census - Georgia - Evans County
57226789,1940 Census - Georgia - Fannin County
57226790,1940 Census - Georgia - Fayette County
57226791,1940 Census - Georgia - Floyd County
57226792,1940 Census - Georgia - Forsyth County
57226793,1940 Census - Georgia - Franklin County
57226794,1940 Census - Georgia - Fulton County
57226795,1940 Census - Georgia - Gilmer County
57226796,1940 Census - Georgia - Glascock County
57226797,1940 Census - Georgia - Glynn County
57226798,1940 Census - Georgia - Gordon County
57226799,1940 Census - Georgia - Grady County
57226800,1940 Census - Georgia - Greene County
57226801,1940 Census - Georgia - Gwinnett County
57226802,1940 Census - Georgia - Habersham County
57226803,1940 Census - Georgia - Hall County
57226804,1940 Census - Georgia - Hancock County
57226805,1940 Census - Georgia - Haralson County
57226806,1940 Census - Georgia - Harris County
57226807,1940 Census - Georgia - Hart County
57226808,1940 Census - Georgia - Heard County
57226809,1940 Census - Georgia - Henry County
57226810,1940 Census - Georgia - Houston County
57226811,1940 Census - Georgia - Irwin County
57226812,1940 Census - Georgia - Jackson County
57226813,1940 Census - Georgia - Jasper County
57226814,1940 Census - Georgia - Jeff Davis County
57226815,1940 Census - Georgia - Jefferson County
57226816,1940 Census - Georgia - Jenkins County
57226817,1940 Census - Georgia - Johnson County
57226818,1940 Census - Georgia - Jones County
57226819,1940 Census - Georgia - Lamar County
57226820,1940 Census - Georgia - Lanier County
57226821,1940 Census - Georgia - Laurens County
57226822,1940 Census - Georgia - Lee County
57226823,1940 Census - Georgia - Liberty County
57226824,1940 Census - Georgia - Lincoln County
57226825,1940 Census - Georgia - Long County
57226826,1940 Census - Georgia - Lowndes County
57226827,1940 Census - Georgia - Lumpkin County
57226828,1940 Census - Georgia - Macon County
57226829,1940 Census - Georgia - Madison County
57226830,1940 Census - Georgia - Marion County
57226831,1940 Census - Georgia - McDuffie County
57226832,1940 Census - Georgia - McIntosh County
57226833,1940 Census - Georgia - Meriwether County
57226834,1940 Census - Georgia - Miller County
57226835,1940 Census - Georgia - Mitchell County
57226836,1940 Census - Georgia - Monroe County
57226837,1940 Census - Georgia - Montgomery County
57226838,1940 Census - Georgia - Morgan County
57226839,1940 Census - Georgia - Murray County
57226840,1940 Census - Georgia - Muscogee County
57226841,1940 Census - Georgia - Newton County
57226842,1940 Census - Georgia - Oconee County
57226843,1940 Census - Georgia - Oglethorpe County
57226844,1940 Census - Georgia - Paulding County
57226845,1940 Census - Georgia - Peach County
57226846,1940 Census - Georgia - Pickens County
57226847,1940 Census - Georgia - Pierce County
57226848,1940 Census - Georgia - Pike County
57226849,1940 Census - Georgia - Polk County
57226850,1940 Census - Georgia - Pulaski County
57226851,1940 Census - Georgia - Putnam County
57226852,1940 Census - Georgia - Quitman County
57226853,1940 Census - Georgia - Rabun County
57226854,1940 Census - Georgia - Randolph County
57226855,1940 Census - Georgia - Richmond County
57226856,1940 Census - Georgia - Rockdale County
57226857,1940 Census - Georgia - Schley County
57226858,1940 Census - Georgia - Screven County
57226859,1940 Census - Georgia - Seminole County
57226860,1940 Census - Georgia - Spalding County
57226861,1940 Census - Georgia - Stephens County
57226862,1940 Census - Georgia - Stewart County
57226863,1940 Census - Georgia - Sumter County
57226864,1940 Census - Georgia - Talbot County
57226865,1940 Census - Georgia - Taliaferro County
57226866,1940 Census - Georgia - Tattnall County
57226867,1940 Census - Georgia - Taylor County
57226868,1940 Census - Georgia - Telfair County
57226869,1940 Census - Georgia - Terrell County
57226870,1940 Census - Georgia - Thomas County
57226871,1940 Census - Georgia - Tift County
57226872,1940 Census - Georgia - Toombs County
57226873,1940 Census - Georgia - Towns County
57226874,1940 Census - Georgia - Treutlen County
57226875,1940 Census - Georgia - Troup County
57226876,1940 Census - Georgia - Turner County
57226877,1940 Census - Georgia - Twiggs County
57226878,1940 Census - Georgia - Union County
57226879,1940 Census - Georgia - Upson County
57226880,1940 Census - Georgia - Walker County
57226881,1940 Census - Georgia - Walton County
57226882,1940 Census - Georgia - Ware County
57226883,1940 Census - Georgia - Warren County
57226884,1940 Census - Georgia - Washington County
57226885,1940 Census - Georgia - Wayne County
57226886,1940 Census - Georgia - Webster County
57226887,1940 Census - Georgia - Wheeler County
57226888,1940 Census - Georgia - White County
57226889,1940 Census - Georgia - Whitfield County
57226890,1940 Census - Georgia - Wilcox County
57226891,1940 Census - Georgia - Wilkes County
57226892,1940 Census - Georgia - Wilkinson County
57226893,1940 Census - Georgia - Worth County
57226894,1940 Census - GU - Agana County
57226895,1940 Census - GU - Agat County
57226896,1940 Census - GU - Asan County
57226897,1940 Census - GU - Barrigada County
57226898,1940 Census - GU - Dededo County
57226899,1940 Census - GU - Inarajan County
57226900,1940 Census - GU - Machanao County
57226901,1940 Census - GU - Merizo County
57226902,1940 Census - GU - Piti County
57226903,1940 Census - GU - Sinajana County
57226904,1940 Census - GU - Sumay County
57226905,1940 Census - GU - Talofofo County
57226906,1940 Census - GU - Umatac County
57226907,1940 Census - GU - Yigo County
57226908,1940 Census - GU - Yona County
57226909,1940 Census - Hawaii - Hawaii County
57226910,1940 Census - Hawaii - Honolulu County
57226911,1940 Census - Hawaii - Kalawao County
57226912,1940 Census - Hawaii - Kauai County
57226913,1940 Census - Hawaii - Maui County
57226914,1940 Census - Iowa - Adair County
57226915,1940 Census - Iowa - Adams County
57226916,1940 Census - Iowa - Allamakee County
57226917,1940 Census - Iowa - Appanoose County
57226918,1940 Census - Iowa - Audubon County
57226919,1940 Census - Iowa - Benton County
57226920,1940 Census - Iowa - Black Hawk County
57226921,1940 Census - Iowa - Boone County
57226922,1940 Census - Iowa - Bremer County
57226923,1940 Census - Iowa - Buchanan County
57226924,1940 Census - Iowa - Buena Vista County
57226925,1940 Census - Iowa - Butler County
57226926,1940 Census - Iowa - Calhoun County
57226927,1940 Census - Iowa - Carroll County
57226928,1940 Census - Iowa - Cass County
57226929,1940 Census - Iowa - Cedar County
57226930,1940 Census - Iowa - Cerro Gordo County
57226931,1940 Census - Iowa - Cherokee County
57226932,1940 Census - Iowa - Chickasaw County
57226933,1940 Census - Iowa - Clarke County
57226934,1940 Census - Iowa - Clay County
57226935,1940 Census - Iowa - Clayton County
57226936,1940 Census - Iowa - Clinton County
57226937,1940 Census - Iowa - Crawford County
57226938,1940 Census - Iowa - Dallas County
57226939,1940 Census - Iowa - Davis County
57226940,1940 Census - Iowa - Decatur County
57226941,1940 Census - Iowa - Delaware County
57226942,1940 Census - Iowa - Des Moines County
57226943,1940 Census - Iowa - Dickinson County
57226944,1940 Census - Iowa - Dubuque County
57226945,1940 Census - Iowa - Emmet County
57226946,1940 Census - Iowa - Fayette County
57226947,1940 Census - Iowa - Floyd County
57226948,1940 Census - Iowa - Franklin County
57226949,1940 Census - Iowa - Fremont County
57226950,1940 Census - Iowa - Greene County
57226951,1940 Census - Iowa - Grundy County
57226952,1940 Census - Iowa - Guthrie County
57226953,1940 Census - Iowa - Hamilton County
57226954,1940 Census - Iowa - Hancock County
57226955,1940 Census - Iowa - Hardin County
57226956,1940 Census - Iowa - Harrison County
57226957,1940 Census - Iowa - Henry County
57226958,1940 Census - Iowa - Howard County
57226959,1940 Census - Iowa - Humboldt County
57226960,1940 Census - Iowa - Ida County
57226961,1940 Census - Iowa - Iowa County
57226962,1940 Census - Iowa - Jackson County
57226963,1940 Census - Iowa - Jasper County
57226964,1940 Census - Iowa - Jefferson County
57226965,1940 Census - Iowa - Johnson County
57226966,1940 Census - Iowa - Jones County
57226967,1940 Census - Iowa - Keokuk County
57226968,1940 Census - Iowa - Kossuth County
57226969,1940 Census - Iowa - Lee County
57226970,1940 Census - Iowa - Linn County
57226971,1940 Census - Iowa - Louisa County
57226972,1940 Census - Iowa - Lucas County
57226973,1940 Census - Iowa - Lyon County
57226974,1940 Census - Iowa - Madison County
57226975,1940 Census - Iowa - Mahaska County
57226976,1940 Census - Iowa - Marion County
57226977,1940 Census - Iowa - Marshall County
57226978,1940 Census - Iowa - Mills County
57226979,1940 Census - Iowa - Mitchell County
57226980,1940 Census - Iowa - Monona County
57226981,1940 Census - Iowa - Monroe County
57226982,1940 Census - Iowa - Montgomery County
57226983,1940 Census - Iowa - Muscatine County
57226984,1940 Census - Iowa - O'Brien County
57226985,1940 Census - Iowa - Osceola County
57226986,1940 Census - Iowa - Page County
57226987,1940 Census - Iowa - Palo Alto County
57226988,1940 Census - Iowa - Plymouth County
57226989,1940 Census - Iowa - Pocahontas County
57226990,1940 Census - Iowa - Polk County
57226991,1940 Census - Iowa - Pottawattamie County
57226992,1940 Census - Iowa - Poweshiek County
57226993,1940 Census - Iowa - Ringgold County
57226994,1940 Census - Iowa - Sac County
57226995,1940 Census - Iowa - Scott County
57226996,1940 Census - Iowa - Shelby County
57226997,1940 Census - Iowa - Sioux County
57226998,1940 Census - Iowa - Story County
57226999,1940 Census - Iowa - Tama County
57227000,1940 Census - Iowa - Taylor County
57227001,1940 Census - Iowa - Union County
57227002,1940 Census - Iowa - Van Buren County
57227003,1940 Census - Iowa - Wapello County
57227004,1940 Census - Iowa - Warren County
57227005,1940 Census - Iowa - Washington County
57227006,1940 Census - Iowa - Wayne County
57227007,1940 Census - Iowa - Webster County
57227008,1940 Census - Iowa - Winnebago County
57227009,1940 Census - Iowa - Winneshiek County
57227010,1940 Census - Iowa - Woodbury County
57227011,1940 Census - Iowa - Worth County
57227012,1940 Census - Iowa - Wright County
57227013,1940 Census - Idaho - Ada County
57227014,1940 Census - Idaho - Adams County
57227015,1940 Census - Idaho - Bannock County
57227016,1940 Census - Idaho - Bear Lake County
57227017,1940 Census - Idaho - Benewah County
57227018,1940 Census - Idaho - Bingham County
57227019,1940 Census - Idaho - Blaine County
57227020,1940 Census - Idaho - Boise County
57227021,1940 Census - Idaho - Bonner County
57227022,1940 Census - Idaho - Bonneville County
57227023,1940 Census - Idaho - Boundary County
57227024,1940 Census - Idaho - Butte County
57227025,1940 Census - Idaho - Camas County
57227026,1940 Census - Idaho - Canyon County
57227027,1940 Census - Idaho - Caribou County
57227028,1940 Census - Idaho - Cassia County
57227029,1940 Census - Idaho - Clark County
57227030,1940 Census - Idaho - Clearwater County
57227031,1940 Census - Idaho - Custer County
57227032,1940 Census - Idaho - Elmore County
57227033,1940 Census - Idaho - Franklin County
57227034,1940 Census - Idaho - Fremont County
57227035,1940 Census - Idaho - Gem County
57227036,1940 Census - Idaho - Gooding County
57227037,1940 Census - Idaho - Idaho County
57227038,1940 Census - Idaho - Jefferson County
